Nome,Quantidade de Episódios,Data de lançamento,Nota,Mais informações
IGPX: Immortal Grand Prix (2005),13.0,2005.0,7.08,https://myanimelist.net/anime/3270/IGPX__Immortal_Grand_Prix_2005
Kaizoku Oujo,12.0,2021.0,7.08,https://myanimelist.net/anime/42544/Kaizoku_Oujo
Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai,1.0,2006.0,7.08,https://myanimelist.net/anime/1969/Kidou_Senshi_Z_Gundam_III__Hoshi_no_Kodou_wa_Ai
Kikou Souseiki Mospeada,25.0,1983.0,7.08,https://myanimelist.net/anime/3670/Kikou_Souseiki_Mospeada
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,1.0,2015.0,7.08,https://myanimelist.net/anime/32376/Kindaichi_Shounen_no_Jikenbo_Returns_2nd_Season__Akechi_Keibu_no_Jikenbo
Knight's & Magic,13.0,2017.0,7.08,https://myanimelist.net/anime/34104/Knights___Magic
Koe no Katachi Specials,2.0,2017.0,7.08,https://myanimelist.net/anime/35566/Koe_no_Katachi_Specials
Kuroshitsuji Picture Drama,1.0,2010.0,7.08,https://myanimelist.net/anime/8068/Kuroshitsuji_Picture_Drama
Kyoukaisen,1.0,2021.0,7.08,https://myanimelist.net/anime/50098/Kyoukaisen
Lagtrain,1.0,2020.0,7.08,https://myanimelist.net/anime/51487/Lagtrain
Lie Huo Jiao Chou,12.0,2021.0,7.08,https://myanimelist.net/anime/44064/Lie_Huo_Jiao_Chou
Lostorage Conflated WIXOSS,12.0,2018.0,7.08,https://myanimelist.net/anime/34607/Lostorage_Conflated_WIXOSS
Mahou no Star Magical Emi,38.0,1985.0,7.08,https://myanimelist.net/anime/2038/Mahou_no_Star_Magical_Emi
Medarot,52.0,1999.0,7.08,https://myanimelist.net/anime/1138/Medarot
Michi (Movie),4.0,2002.0,7.08,https://myanimelist.net/anime/7616/Michi_Movie
My Little Goat,1.0,2018.0,7.08,https://myanimelist.net/anime/42899/My_Little_Goat
Nasu: Suitcase no Wataridori,1.0,2007.0,7.08,https://myanimelist.net/anime/3111/Nasu__Suitcase_no_Wataridori
Nobunaga no Shinobi: Anegawa Ishiyama-hen,26.0,2018.0,7.08,https://myanimelist.net/anime/37126/Nobunaga_no_Shinobi__Anegawa_Ishiyama-hen
Prima Doll,12.0,2022.0,7.08,https://myanimelist.net/anime/50917/Prima_Doll
Ryuusei no Rockman,55.0,2006.0,7.08,https://myanimelist.net/anime/1835/Ryuusei_no_Rockman
Sanzoku no Musume Ronja,26.0,2014.0,7.08,https://myanimelist.net/anime/22359/Sanzoku_no_Musume_Ronja
Senkaiden Houshin Engi,26.0,1999.0,7.08,https://myanimelist.net/anime/1108/Senkaiden_Houshin_Engi
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,12.0,2022.0,7.08,https://myanimelist.net/anime/49160/Shachiku-san_wa_Youjo_Yuurei_ni_Iyasaretai
Shadow Skill: Eigi,26.0,1998.0,7.08,https://myanimelist.net/anime/678/Shadow_Skill__Eigi
Shingeki no Kyojin in the Dome: Heishi-tachi no Hoshizora,1.0,2017.0,7.08,https://myanimelist.net/anime/39478/Shingeki_no_Kyojin_in_the_Dome__Heishi-tachi_no_Hoshizora
Space Adventure Cobra,1.0,1982.0,7.08,https://myanimelist.net/anime/2452/Space_Adventure_Cobra
Tetsuwan Atom,193.0,1963.0,7.08,https://myanimelist.net/anime/2747/Tetsuwan_Atom
Tetsuwan Birdy,4.0,1996.0,7.08,https://myanimelist.net/anime/566/Tetsuwan_Birdy
Trinity Seven,12.0,2014.0,7.07,https://myanimelist.net/anime/25157/Trinity_Seven
Uma Musume: Pretty Derby - 1st Anniversary Special Animation,1.0,2022.0,7.07,https://myanimelist.net/anime/51225/Uma_Musume__Pretty_Derby_-_1st_Anniversary_Special_Animation
Wu Shan Wu Xing,1.0,2016.0,7.07,https://myanimelist.net/anime/51195/Wu_Shan_Wu_Xing
Xie Wang Zhui Qi 3: Shen Nu Guilai,16.0,2021.0,7.07,https://myanimelist.net/anime/48962/Xie_Wang_Zhui_Qi_3__Shen_Nu_Guilai
Yoroiden Samurai Troopers,39.0,1988.0,7.07,https://myanimelist.net/anime/1264/Yoroiden_Samurai_Troopers
Yuugo: Koushounin,13.0,2004.0,7.07,https://myanimelist.net/anime/1246/Yuugo__Koushounin
Zero kara Hajimeru Mahou no Sho,12.0,2017.0,7.07,https://myanimelist.net/anime/34176/Zero_kara_Hajimeru_Mahou_no_Sho
7 Seeds 2nd Season,12.0,2020.0,7.07,https://myanimelist.net/anime/40602/7_Seeds_2nd_Season
Aishen Qiaokeli-ing...II,15.0,2017.0,7.07,https://myanimelist.net/anime/36848/Aishen_Qiaokeli-ingII
Appleseed (Movie),1.0,2004.0,7.07,https://myanimelist.net/anime/54/Appleseed_Movie
Ashita no Joe (Movie),1.0,1980.0,7.07,https://myanimelist.net/anime/2920/Ashita_no_Joe_Movie
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,1.0,1993.0,7.07,https://myanimelist.net/anime/2937/Bishoujo_Senshi_Sailor_Moon_R__Make_Up_Sailor_Senshi
Cobra The Animation,13.0,2010.0,7.07,https://myanimelist.net/anime/5032/Cobra_The_Animation
Dakara Boku wa Ongaku wo Yameta,1.0,2019.0,7.07,https://myanimelist.net/anime/41181/Dakara_Boku_wa_Ongaku_wo_Yameta
Di Gi Charat Nyo,104.0,2003.0,7.07,https://myanimelist.net/anime/1683/Di_Gi_Charat_Nyo
Digimon X-Evolution,1.0,2005.0,7.07,https://myanimelist.net/anime/2123/Digimon_X-Evolution
Echo,1.0,2022.0,7.07,https://myanimelist.net/anime/51321/Echo
Futari wa Precure,49.0,2004.0,7.07,https://myanimelist.net/anime/603/Futari_wa_Precure
GA: Geijutsuka Art Design Class: Aozora ga Kakitai,1.0,2010.0,7.07,https://myanimelist.net/anime/6959/GA__Geijutsuka_Art_Design_Class__Aozora_ga_Kakitai
Giniro no Kami no Agito,1.0,2006.0,7.07,https://myanimelist.net/anime/1140/Giniro_no_Kami_no_Agito
Hello! Sandybell,47.0,1981.0,7.07,https://myanimelist.net/anime/2799/Hello_Sandybell
Hinamatsuri,1.0,1993.0,7.07,https://myanimelist.net/anime/35102/Hinamatsuri
Inou-Battle wa Nichijou-kei no Naka de,12.0,2014.0,7.07,https://myanimelist.net/anime/25159/Inou-Battle_wa_Nichijou-kei_no_Naka_de
Iria: Zeiram The Animation,6.0,1994.0,7.07,https://myanimelist.net/anime/432/Iria__Zeiram_The_Animation
Jie Yao,13.0,2020.0,7.07,https://myanimelist.net/anime/41051/Jie_Yao
Juan Siliang,15.0,2021.0,7.07,https://myanimelist.net/anime/41918/Juan_Siliang
Kanon,13.0,2002.0,7.07,https://myanimelist.net/anime/144/Kanon
"Kokoro Magic ""A to Z""",1.0,2019.0,7.07,https://myanimelist.net/anime/41202/Kokoro_Magic_A_to_Z
Last Exile: Ginyoku no Fam,21.0,2011.0,7.07,https://myanimelist.net/anime/10336/Last_Exile__Ginyoku_no_Fam
MEMORiES MELODiES,1.0,2015.0,7.07,https://myanimelist.net/anime/32030/MEMORiES_MELODiES
Mokke,24.0,2007.0,7.07,https://myanimelist.net/anime/2931/Mokke
Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,1.0,2018.0,7.07,https://myanimelist.net/anime/38198/Nanatsu_no_Taizai__Eiyuu-tachi_wa_Hashagu
Negima!? Haru Special!?,1.0,2006.0,7.07,https://myanimelist.net/anime/1619/Negima_Haru_Special
No Guns Life 2nd Season,12.0,2020.0,7.07,https://myanimelist.net/anime/40529/No_Guns_Life_2nd_Season
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,1.0,1999.0,7.07,https://myanimelist.net/anime/16143/One_Piece__Kinkyuu_Kikaku_One_Piece_Kanzen_Kouryakuhou
Oshiete! Galko-chan: Natsuyasumi tte Hontou desu ka?,1.0,2017.0,7.07,https://myanimelist.net/anime/33949/Oshiete_Galko-chan__Natsuyasumi_tte_Hontou_desu_ka
Persona 5 the Animation: The Day Breakers,1.0,2016.0,7.07,https://myanimelist.net/anime/31645/Persona_5_the_Animation__The_Day_Breakers
Pokemon Movie 03: Kesshoutou no Teiou Entei,1.0,2000.0,7.07,https://myanimelist.net/anime/1118/Pokemon_Movie_03__Kesshoutou_no_Teiou_Entei
Riding Bean,1.0,1989.0,7.07,https://myanimelist.net/anime/917/Riding_Bean
Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,1.0,2015.0,7.07,https://myanimelist.net/anime/29317/Saenai_Heroine_no_Sodatekata__Ai_to_Seishun_no_Service-kai
Saishuu Heiki Kanojo: Another Love Song,2.0,2005.0,7.07,https://myanimelist.net/anime/609/Saishuu_Heiki_Kanojo__Another_Love_Song
Shakugan no Shana-tan,4.0,2006.0,7.07,https://myanimelist.net/anime/1066/Shakugan_no_Shana-tan
Shakunetsu no Takkyuu Musume,12.0,2016.0,7.07,https://myanimelist.net/anime/33031/Shakunetsu_no_Takkyuu_Musume
The God of High School,13.0,2020.0,7.07,https://myanimelist.net/anime/41353/The_God_of_High_School
Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,1.0,2013.0,7.07,https://myanimelist.net/anime/20035/Toaru_Majutsu_no_Index-tan_Movie__Endymion_no_Kiseki_-_Ga_Attari_Nakattari
Tokyo Majin Gakuen Kenpucho: Tou,14.0,2007.0,7.07,https://myanimelist.net/anime/1860/Tokyo_Majin_Gakuen_Kenpucho__Tou
Tokyo Mew Mew,52.0,2002.0,7.07,https://myanimelist.net/anime/687/Tokyo_Mew_Mew
Kirarin☆Revolution,153.0,2006.0,7.06,https://myanimelist.net/anime/1516/Kirarin☆Revolution
Kyattou Ninden Teyandee,54.0,1990.0,7.06,https://myanimelist.net/anime/1261/Kyattou_Ninden_Teyandee
Ling Jian Zun 4th Season,280.0,2020.0,7.06,https://myanimelist.net/anime/41884/Ling_Jian_Zun_4th_Season
Log Horizon: Entaku Houkai,12.0,2021.0,7.06,https://myanimelist.net/anime/41109/Log_Horizon__Entaku_Houkai
Machine-Doll wa Kizutsukanai,12.0,2013.0,7.06,https://myanimelist.net/anime/17247/Machine-Doll_wa_Kizutsukanai
Mahou Shoujo-tai Arusu,40.0,2004.0,7.06,https://myanimelist.net/anime/872/Mahou_Shoujo-tai_Arusu
Mahoutsukai Tai!,6.0,1996.0,7.06,https://myanimelist.net/anime/629/Mahoutsukai_Tai
Manie-Manie: Meikyuu Monogatari,3.0,1987.0,7.06,https://myanimelist.net/anime/1951/Manie-Manie__Meikyuu_Monogatari
Momokuri,26.0,2015.0,7.06,https://myanimelist.net/anime/30014/Momokuri
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,1.0,2018.0,7.06,https://myanimelist.net/anime/37826/Osake_wa_Fuufu_ni_Natte_kara__Yuzu_Atsukan
Pokemon XY&Z Specials,2.0,2016.0,7.06,https://myanimelist.net/anime/34325/Pokemon_XY_Z_Specials
Pokemon: Mewtwo! Ware wa Koko ni Ari,1.0,2000.0,7.06,https://myanimelist.net/anime/1709/Pokemon__Mewtwo_Ware_wa_Koko_ni_Ari
Saint Seiya: Soul of Gold,13.0,2015.0,7.06,https://myanimelist.net/anime/28215/Saint_Seiya__Soul_of_Gold
Sasameki Koto,13.0,2009.0,7.06,https://myanimelist.net/anime/6203/Sasameki_Koto
Seihou Bukyou Outlaw Star Specials,2.0,1998.0,7.06,https://myanimelist.net/anime/33713/Seihou_Bukyou_Outlaw_Star_Specials
Seikai no Danshou: Tanjou,1.0,2000.0,7.06,https://myanimelist.net/anime/1124/Seikai_no_Danshou__Tanjou
Seirei Gensouki,12.0,2021.0,7.06,https://myanimelist.net/anime/44203/Seirei_Gensouki
Seisenshi Dunbine,49.0,1983.0,7.06,https://myanimelist.net/anime/929/Seisenshi_Dunbine
Shen Lan Qi Yu Wushuang Zhu,15.0,2022.0,7.06,https://myanimelist.net/anime/48965/Shen_Lan_Qi_Yu_Wushuang_Zhu
Sora no Manimani,12.0,2009.0,7.06,https://myanimelist.net/anime/6098/Sora_no_Manimani
Umineko no Naku Koro ni,26.0,2009.0,7.06,https://myanimelist.net/anime/4896/Umineko_no_Naku_Koro_ni
Unico: Mahou no Shima e,1.0,1983.0,7.06,https://myanimelist.net/anime/2429/Unico__Mahou_no_Shima_e
Wan Jie Xian Zong 4th Season,48.0,2020.0,7.06,https://myanimelist.net/anime/42898/Wan_Jie_Xian_Zong_4th_Season
Xuyuan Shenlong,1.0,2021.0,7.06,https://myanimelist.net/anime/48125/Xuyuan_Shenlong
Yakushiji Ryouko no Kaiki Jikenbo,13.0,2008.0,7.06,https://myanimelist.net/anime/3614/Yakushiji_Ryouko_no_Kaiki_Jikenbo
Yoru wa Neko to Issho,30.0,2022.0,7.06,https://myanimelist.net/anime/51692/Yoru_wa_Neko_to_Issho
Zhu Xian,26.0,2022.0,7.06,https://myanimelist.net/anime/49759/Zhu_Xian
.hack//The Movie: Sekai no Mukou ni,1.0,2012.0,7.06,https://myanimelist.net/anime/11375/hack__The_Movie__Sekai_no_Mukou_ni
Ao no Exorcist: Ura Ex,10.0,2011.0,7.06,https://myanimelist.net/anime/10647/Ao_no_Exorcist__Ura_Ex
Armitage III: Poly-Matrix,1.0,1996.0,7.06,https://myanimelist.net/anime/493/Armitage_III__Poly-Matrix
Aru Tabibito no Nikki,6.0,2003.0,7.06,https://myanimelist.net/anime/1205/Aru_Tabibito_no_Nikki
Code Geass: Hangyaku no Lelouch R2 Picture Drama,9.0,2008.0,7.06,https://myanimelist.net/anime/5163/Code_Geass__Hangyaku_no_Lelouch_R2_Picture_Drama
Deltora Quest,65.0,2007.0,7.06,https://myanimelist.net/anime/1826/Deltora_Quest
Dirty Pair: The Movie,1.0,1987.0,7.06,https://myanimelist.net/anime/1796/Dirty_Pair__The_Movie
Doubutsu no Mori,1.0,2006.0,7.06,https://myanimelist.net/anime/2950/Doubutsu_no_Mori
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,12.0,2017.0,7.06,https://myanimelist.net/anime/32887/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_Gaiden__Sword_Oratoria
Escaflowne,1.0,2000.0,7.06,https://myanimelist.net/anime/393/Escaflowne
Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,1.0,2007.0,7.06,https://myanimelist.net/anime/3219/Gakuen_Utopia_Manabi_Straight__Natsu_da_Manabi_da_Kyouka_Gasshuku_da
Gotou ni Naritai.,1.0,1995.0,7.06,https://myanimelist.net/anime/8120/Gotou_ni_Naritai
Great Mazinger,56.0,1974.0,7.06,https://myanimelist.net/anime/5658/Great_Mazinger
Gunnm,2.0,1993.0,7.06,https://myanimelist.net/anime/1016/Gunnm
"Hetalia Axis Powers Movie: Paint it, White",1.0,2010.0,7.06,https://myanimelist.net/anime/7337/Hetalia_Axis_Powers_Movie__Paint_it_White
Hyper Police,25.0,1997.0,7.06,https://myanimelist.net/anime/1180/Hyper_Police
Jahy-sama wa Kujikenai!,20.0,2021.0,7.06,https://myanimelist.net/anime/48753/Jahy-sama_wa_Kujikenai
Jewelpet Happiness,52.0,2013.0,7.06,https://myanimelist.net/anime/17497/Jewelpet_Happiness
Kaiketsu Zorori,52.0,2004.0,7.06,https://myanimelist.net/anime/3638/Kaiketsu_Zorori
Kannagi: Moshimo Kannagi ga Attara...,1.0,2009.0,7.06,https://myanimelist.net/anime/5978/Kannagi__Moshimo_Kannagi_ga_Attara
Kemurikusa (TV),12.0,2019.0,7.06,https://myanimelist.net/anime/37302/Kemurikusa_TV
"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!",1.0,2010.0,7.06,https://myanimelist.net/anime/8134/Keroro_Gunsou_Movie_5__Tanjou_Kyuukyoku_Keroro_Kiseki_no_Jikuu-jima_de_Arimasu
Kiddy Grade: Truth Dawn,1.0,2007.0,7.06,https://myanimelist.net/anime/3223/Kiddy_Grade__Truth_Dawn
Kikoushi Enma,4.0,2006.0,7.06,https://myanimelist.net/anime/1556/Kikoushi_Enma
All Out!!,25.0,2016.0,7.05,https://myanimelist.net/anime/31588/All_Out
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,1.0,2015.0,7.05,https://myanimelist.net/anime/27653/Crayon_Shin-chan_Movie_23__Ora_no_Hikkoshi_Monogatari_-_Saboten_Daisuugeki
Digimon Tamers: Bousou Digimon Tokkyuu,1.0,2002.0,7.05,https://myanimelist.net/anime/3033/Digimon_Tamers__Bousou_Digimon_Tokkyuu
Doraemon Movie 09: Nobita no Parallel Saiyuuki,1.0,1988.0,7.05,https://myanimelist.net/anime/2658/Doraemon_Movie_09__Nobita_no_Parallel_Saiyuuki
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,1.0,1991.0,7.05,https://myanimelist.net/anime/898/Dragon_Ball_Z_Movie_05__Tobikkiri_no_Saikyou_tai_Saikyou
"Dragon Ball Z Movie 15: Fukkatsu no ""F""",1.0,2015.0,7.05,https://myanimelist.net/anime/25389/Dragon_Ball_Z_Movie_15__Fukkatsu_no_F
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,1.0,2016.0,7.05,https://myanimelist.net/anime/32801/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_OVA
ef: A Tale of Memories. - Prologue,1.0,2007.0,7.05,https://myanimelist.net/anime/6361/ef__A_Tale_of_Memories_-_Prologue
Fushigi Yuugi Special: Nakago Shikkari Shinasai!,2.0,1996.0,7.05,https://myanimelist.net/anime/27567/Fushigi_Yuugi_Special__Nakago_Shikkari_Shinasai
Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo,1.0,2014.0,7.05,https://myanimelist.net/anime/23619/Haiyore_Nyaruko-san_W__W_ni_Sayonara_Kono_Onsen_ni_Koi_no_Konton_wo
Kami-tachi ni Hirowareta Otoko 2nd Season,12.0,2023.0,7.05,https://myanimelist.net/anime/49109/Kami-tachi_ni_Hirowareta_Otoko_2nd_Season
Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,1.0,1996.0,7.05,https://myanimelist.net/anime/2077/Kindaichi_Shounen_no_Jikenbo_Movie_1__Operazakan_-_Aratanaru_Satsujin
Koutetsu Jeeg,46.0,1975.0,7.05,https://myanimelist.net/anime/4198/Koutetsu_Jeeg
Kyoukai no Rinne 3rd Season,25.0,2017.0,7.05,https://myanimelist.net/anime/34106/Kyoukai_no_Rinne_3rd_Season
Liang Bu Yi 2nd Season,24.0,2022.0,7.05,https://myanimelist.net/anime/50403/Liang_Bu_Yi_2nd_Season
Mahoutsukai no Yome: Gakuin-hen,1.0,2019.0,7.05,https://myanimelist.net/anime/40134/Mahoutsukai_no_Yome__Gakuin-hen
Masuda Kousuke Gekijou Gag Manga Biyori 3,12.0,2008.0,7.05,https://myanimelist.net/anime/4056/Masuda_Kousuke_Gekijou_Gag_Manga_Biyori_3
Mazinkaiser SKL,3.0,2010.0,7.05,https://myanimelist.net/anime/8666/Mazinkaiser_SKL
Mewkledreamy,48.0,2020.0,7.05,https://myanimelist.net/anime/40327/Mewkledreamy
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,1.0,2014.0,7.05,https://myanimelist.net/anime/22071/Mikakunin_de_Shinkoukei__Mite_Are_ga_Watashitachi_no_Tomatteiru_Ryokan_yo
Minky Momo in Yume ni Kakeru Hashi,1.0,1993.0,7.05,https://myanimelist.net/anime/3462/Minky_Momo_in_Yume_ni_Kakeru_Hashi
Nisekoi: OVA,2.0,2016.0,7.05,https://myanimelist.net/anime/32553/Nisekoi__OVA
Ochamegami Monogatari: Korokoro Pollon,46.0,1982.0,7.05,https://myanimelist.net/anime/3136/Ochamegami_Monogatari__Korokoro_Pollon
Ookami Shoujo to Kuro Ouji,12.0,2014.0,7.05,https://myanimelist.net/anime/23673/Ookami_Shoujo_to_Kuro_Ouji
Ookami to Koushinryou II: Holo no Short Anime,2.0,2009.0,7.05,https://myanimelist.net/anime/6884/Ookami_to_Koushinryou_II__Holo_no_Short_Anime
Oseam,1.0,2003.0,7.05,https://myanimelist.net/anime/2141/Oseam
Otsukimi Recital,1.0,2013.0,7.05,https://myanimelist.net/anime/35752/Otsukimi_Recital
Princess Connect! Re:Dive,13.0,2020.0,7.05,https://myanimelist.net/anime/39292/Princess_Connect_Re_Dive
PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,1.0,2017.0,7.05,https://myanimelist.net/anime/34304/PriPara_Movie__Minna_de_Kagayake_Kirarin☆Star_Live
Red Garden,22.0,2006.0,7.05,https://myanimelist.net/anime/1601/Red_Garden
Reikenzan: Hoshikuzu-tachi no Utage,12.0,2016.0,7.05,https://myanimelist.net/anime/32094/Reikenzan__Hoshikuzu-tachi_no_Utage
Rockman.EXE Stream,51.0,2004.0,7.05,https://myanimelist.net/anime/2109/RockmanEXE_Stream
Sekai Seifuku: Bouryaku no Zvezda,12.0,2014.0,7.05,https://myanimelist.net/anime/20973/Sekai_Seifuku__Bouryaku_no_Zvezda
Sekirei,12.0,2008.0,7.05,https://myanimelist.net/anime/4063/Sekirei
Sekirei: Hajimete no Otsukai,1.0,2009.0,7.05,https://myanimelist.net/anime/5279/Sekirei__Hajimete_no_Otsukai
Shangri-La,24.0,2009.0,7.05,https://myanimelist.net/anime/5220/Shangri-La
Shin Getter Robo tai Neo Getter Robo,4.0,2000.0,7.05,https://myanimelist.net/anime/938/Shin_Getter_Robo_tai_Neo_Getter_Robo
Soredemo Ayumu wa Yosetekuru,12.0,2022.0,7.05,https://myanimelist.net/anime/45653/Soredemo_Ayumu_wa_Yosetekuru
Street Fighter II V,29.0,1995.0,7.05,https://myanimelist.net/anime/876/Street_Fighter_II_V
Strike the Blood,24.0,2013.0,7.05,https://myanimelist.net/anime/18277/Strike_the_Blood
Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,1.0,2016.0,7.05,https://myanimelist.net/anime/33036/Suki_ni_Naru_Sono_Shunkan_wo_Kokuhaku_Jikkou_Iinkai
Taiho Shichau zo Special,20.0,1999.0,7.05,https://myanimelist.net/anime/2011/Taiho_Shichau_zo_Special
Tales of Symphonia The Animation: Tethe'alla-hen Specials,4.0,2010.0,7.05,https://myanimelist.net/anime/8909/Tales_of_Symphonia_The_Animation__Tethealla-hen_Specials
Tenjou Tenge: The Past Chapter,1.0,2005.0,7.05,https://myanimelist.net/anime/760/Tenjou_Tenge__The_Past_Chapter
Tesagure! Bukatsumono Encore,12.0,2014.0,7.05,https://myanimelist.net/anime/21851/Tesagure_Bukatsumono_Encore
Toaru Kagaku no Railgun S: Motto Marutto Railgun,2.0,2013.0,7.05,https://myanimelist.net/anime/19697/Toaru_Kagaku_no_Railgun_S__Motto_Marutto_Railgun
Tokyo Magnitude 8.0 Recap,1.0,2009.0,7.05,https://myanimelist.net/anime/7654/Tokyo_Magnitude_80_Recap
Tsugumomo,12.0,2017.0,7.05,https://myanimelist.net/anime/34019/Tsugumomo
Usavich III,13.0,2008.0,7.05,https://myanimelist.net/anime/5397/Usavich_III
Versailles no Bara to Onna-tachi,1.0,1980.0,7.05,https://myanimelist.net/anime/7861/Versailles_no_Bara_to_Onna-tachi
Wo Shi Jiang Xiaobai,12.0,2017.0,7.05,https://myanimelist.net/anime/36775/Wo_Shi_Jiang_Xiaobai
Yuusha Tokkyuu Might Gaine,47.0,1993.0,7.05,https://myanimelist.net/anime/3486/Yuusha_Tokkyuu_Might_Gaine
Urusei Yatsura Movie 1: Only You,1.0,1983.0,7.04,https://myanimelist.net/anime/1920/Urusei_Yatsura_Movie_1__Only_You
Usavich II,13.0,2007.0,7.04,https://myanimelist.net/anime/3738/Usavich_II
Wasurenagumo,1.0,2012.0,7.04,https://myanimelist.net/anime/13171/Wasurenagumo
WiSH VOYAGE,1.0,2018.0,7.04,https://myanimelist.net/anime/38052/WiSH_VOYAGE
Yami no Matsuei,13.0,2000.0,7.04,https://myanimelist.net/anime/553/Yami_no_Matsuei
Yuri Kuma Arashi,12.0,2015.0,7.04,https://myanimelist.net/anime/26165/Yuri_Kuma_Arashi
"Yuusha, Yamemasu",12.0,2022.0,7.04,https://myanimelist.net/anime/50175/Yuusha_Yamemasu
3-gatsu no Lion meets Bump of Chicken,1.0,2014.0,7.04,https://myanimelist.net/anime/28789/3-gatsu_no_Lion_meets_Bump_of_Chicken
Ajin Part 2 OVA,1.0,2017.0,7.04,https://myanimelist.net/anime/36625/Ajin_Part_2_OVA
Black★Rock Shooter,1.0,2008.0,7.04,https://myanimelist.net/anime/12079/Black★Rock_Shooter
Blame! Movie,1.0,2017.0,7.04,https://myanimelist.net/anime/32086/Blame_Movie
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,1.0,2012.0,7.04,https://myanimelist.net/anime/14027/Boku_wa_Tomodachi_ga_Sukunai__Relay_Shousetsu_wa_Ketsumatsu_ga_Hanpanai
Dirty Pair: Lovely Angels yori Ai wo Komete,2.0,1987.0,7.04,https://myanimelist.net/anime/1803/Dirty_Pair__Lovely_Angels_yori_Ai_wo_Komete
Doraemon Movie 03: Nobita no Daimakyou,1.0,1982.0,7.04,https://myanimelist.net/anime/2671/Doraemon_Movie_03__Nobita_no_Daimakyou
Doraemon: The Day When I Was Born,1.0,2002.0,7.04,https://myanimelist.net/anime/2652/Doraemon__The_Day_When_I_Was_Born
Fate/kaleid liner Prisma☆Illya,10.0,2013.0,7.04,https://myanimelist.net/anime/14829/Fate_kaleid_liner_Prisma☆Illya
Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,2.0,2015.0,7.04,https://myanimelist.net/anime/30988/Futsuu_no_Joshikousei_ga_Locodol_Yattemita_OVA
Gantz 2nd Stage,13.0,2004.0,7.04,https://myanimelist.net/anime/395/Gantz_2nd_Stage
Grisaia no Rakuen Specials,5.0,2015.0,7.04,https://myanimelist.net/anime/31368/Grisaia_no_Rakuen_Specials
Gudetama,,2014.0,7.04,https://myanimelist.net/anime/23539/Gudetama
Gundam Build Divers Re:Rise,13.0,2019.0,7.04,https://myanimelist.net/anime/40192/Gundam_Build_Divers_Re_Rise
Ichigo Mashimaro Episode 0,1.0,2005.0,7.04,https://myanimelist.net/anime/4156/Ichigo_Mashimaro_Episode_0
Jiyi Guanli Ju,1.0,2020.0,7.04,https://myanimelist.net/anime/50462/Jiyi_Guanli_Ju
Kaibutsu Oujo (OVA),3.0,2010.0,7.04,https://myanimelist.net/anime/9159/Kaibutsu_Oujo_OVA
Kiddy Grade: Maelstrom,1.0,2007.0,7.04,https://myanimelist.net/anime/3222/Kiddy_Grade__Maelstrom
Kodomo no Jikan Ni Gakki,3.0,2009.0,7.04,https://myanimelist.net/anime/4195/Kodomo_no_Jikan_Ni_Gakki
