Nome,Quantidade de Episódios,Data de lançamento,Nota,Mais informações
Nanmu Ichibyousokusai,1.0,1973.0,5.61,https://myanimelist.net/anime/4097/Nanmu_Ichibyousokusai
"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",1.0,2018.0,5.61,https://myanimelist.net/anime/37717/Oam_Monogatari__Sono_Natsu_Watashi_ga_Shitta_koto
Peeping Life TV: Season 1??,12.0,2015.0,5.61,https://myanimelist.net/anime/31549/Peeping_Life_TV__Season_1
Project Tokyo Dolls: Episode 0,3.0,2017.0,5.61,https://myanimelist.net/anime/35684/Project_Tokyo_Dolls__Episode_0
Such a Good Place to Die,1.0,2015.0,5.61,https://myanimelist.net/anime/34632/Such_a_Good_Place_to_Die
Sword Gai,1.0,2013.0,5.61,https://myanimelist.net/anime/31966/Sword_Gai
Tachibanakan Triangle,12.0,2018.0,5.61,https://myanimelist.net/anime/36943/Tachibanakan_Triangle
Teleport,1.0,2017.0,5.61,https://myanimelist.net/anime/40889/Teleport
Uchuu Camper Chicchi,1.0,2022.0,5.61,https://myanimelist.net/anime/51414/Uchuu_Camper_Chicchi
Uchuu Hikoushi no Uta,1.0,2003.0,5.61,https://myanimelist.net/anime/8704/Uchuu_Hikoushi_no_Uta
Zukkoke Knight: Don De La Mancha,23.0,1980.0,5.61,https://myanimelist.net/anime/7808/Zukkoke_Knight__Don_De_La_Mancha
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,4.0,2004.0,5.6,https://myanimelist.net/anime/12881/Tsuki_wa_Higashi_ni_Hi_wa_Nishi_ni__Operation_Sanctuary_OVA
Tuzki: Love Assassin,1.0,2014.0,5.6,https://myanimelist.net/anime/23903/Tuzki__Love_Assassin
Ugokie Kori no Tatehiki,1.0,1933.0,5.6,https://myanimelist.net/anime/3929/Ugokie_Kori_no_Tatehiki
White Tree,1.0,2014.0,5.6,https://myanimelist.net/anime/31925/White_Tree
WIXOSS Diva(A)Live,12.0,2021.0,5.6,https://myanimelist.net/anime/41521/WIXOSS_DivaALive
Youtai Nuhai Zai Shanghai,1.0,2010.0,5.6,https://myanimelist.net/anime/21129/Youtai_Nuhai_Zai_Shanghai
Anisava,13.0,2013.0,5.6,https://myanimelist.net/anime/27757/Anisava
Aoi Triton,1.0,2002.0,5.6,https://myanimelist.net/anime/36163/Aoi_Triton
Aoi Umi no Tristia,2.0,2004.0,5.6,https://myanimelist.net/anime/1586/Aoi_Umi_no_Tristia
Armed Blue Gunvolt,1.0,2017.0,5.6,https://myanimelist.net/anime/33564/Armed_Blue_Gunvolt
Beatless Intermission,4.0,2018.0,5.6,https://myanimelist.net/anime/37277/Beatless_Intermission
Bungaku Shounen no Yuuutsu,1.0,2011.0,5.6,https://myanimelist.net/anime/32760/Bungaku_Shounen_no_Yuuutsu
Clone,1.0,2016.0,5.6,https://myanimelist.net/anime/39549/Clone
Dies Irae: Irasshai Zonnenji,18.0,2017.0,5.6,https://myanimelist.net/anime/36521/Dies_Irae__Irasshai_Zonnenji
Endride,24.0,2016.0,5.6,https://myanimelist.net/anime/32608/Endride
Gamba: Gamba to Nakama-tachi,1.0,2015.0,5.6,https://myanimelist.net/anime/30738/Gamba__Gamba_to_Nakama-tachi
Gekidan Nanatsu no Taizai,13.0,2020.0,5.6,https://myanimelist.net/anime/45567/Gekidan_Nanatsu_no_Taizai
Grim,1.0,1985.0,5.6,https://myanimelist.net/anime/31263/Grim
Hei Mao Jing Zhang,5.0,1984.0,5.6,https://myanimelist.net/anime/34510/Hei_Mao_Jing_Zhang
Hello Kitty no Kieta Santa-san no Okurimono,1.0,2004.0,5.6,https://myanimelist.net/anime/18823/Hello_Kitty_no_Kieta_Santa-san_no_Okurimono
Hipira-kun ONA,2.0,2010.0,5.6,https://myanimelist.net/anime/22983/Hipira-kun_ONA
Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,1.0,1986.0,5.6,https://myanimelist.net/anime/2599/Juusenki_L-Gaim_I__Pentagona_Window___Lady_Gavlet
Kuragehime: Soreike! Amars Tankentai,6.0,2010.0,5.6,https://myanimelist.net/anime/10391/Kuragehime__Soreike_Amars_Tankentai
Kyoto Animation: Ajisai-hen,1.0,2011.0,5.6,https://myanimelist.net/anime/13259/Kyoto_Animation__Ajisai-hen
La Rose de Versailles,1.0,2007.0,5.6,https://myanimelist.net/anime/5415/La_Rose_de_Versailles
Mameshiba x Nanatsu no Taizai Collab CM,1.0,2019.0,5.6,https://myanimelist.net/anime/41059/Mameshiba_x_Nanatsu_no_Taizai_Collab_CM
Metropolis (2009),1.0,2009.0,5.6,https://myanimelist.net/anime/29765/Metropolis_2009
Null Peta: Doki♥ Nurunuru Petapeta! Mizugi-darake no Oneechan Taikai!,1.0,2020.0,5.6,https://myanimelist.net/anime/40932/Null_Peta__Doki♥_Nurunuru_Petapeta_Mizugi-darake_no_Oneechan_Taikai
Otona no Bouguya-san,12.0,2018.0,5.6,https://myanimelist.net/anime/38395/Otona_no_Bouguya-san
Planetes Picture Drama,9.0,2009.0,5.6,https://myanimelist.net/anime/10735/Planetes_Picture_Drama
"PLUG, THe NeW WORLD",1.0,2011.0,5.6,https://myanimelist.net/anime/36575/PLUG_THe_NeW_WORLD
Pochacco no Jack to Mame no Ki,1.0,2001.0,5.6,https://myanimelist.net/anime/22493/Pochacco_no_Jack_to_Mame_no_Ki
Ramen Chai-nyan,1.0,2001.0,5.6,https://myanimelist.net/anime/49498/Ramen_Chai-nyan
Saint Seiya: Saintia Shou,10.0,2018.0,5.6,https://myanimelist.net/anime/34539/Saint_Seiya__Saintia_Shou
Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,1.0,2008.0,5.6,https://myanimelist.net/anime/5193/Shinjuku_Shin-chan_Patrol__Warui_Otona_ni_Ki_wo_Tsukete
Shizuku,1.0,1965.0,5.6,https://myanimelist.net/anime/1989/Shizuku
Shokupan Mimi,12.0,2010.0,5.6,https://myanimelist.net/anime/9561/Shokupan_Mimi
Skirt,1.0,2013.0,5.6,https://myanimelist.net/anime/32757/Skirt
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,1.0,1986.0,5.6,https://myanimelist.net/anime/3886/Super_Mario_Brothers__Peach-hime_Kyuushutsu_Daisakusen
Tanitsu Shikousei Overbloom,1.0,2019.0,5.6,https://myanimelist.net/anime/41091/Tanitsu_Shikousei_Overbloom
Kkoma Bus Tayo 3,26.0,2014.0,5.59,https://myanimelist.net/anime/38072/Kkoma_Bus_Tayo_3
Kouryuu Densetsu Villgust PV,1.0,1990.0,5.59,https://myanimelist.net/anime/38153/Kouryuu_Densetsu_Villgust_PV
Kubbe PV Full ver.,1.0,2012.0,5.59,https://myanimelist.net/anime/33529/Kubbe_PV_Full_ver
Mahou no Yousei Persia: Escape!,1.0,1999.0,5.59,https://myanimelist.net/anime/22293/Mahou_no_Yousei_Persia__Escape
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,1.0,1980.0,5.59,https://myanimelist.net/anime/7807/Mahou_Shoujo_Lalabel__Umi_ga_Yobu_Natsuyasumi
Marine Dreamin' (2017),1.0,2017.0,5.59,https://myanimelist.net/anime/39320/Marine_Dreamin_2017
Momotarou,1.0,1918.0,5.59,https://myanimelist.net/anime/10758/Momotarou
Nar Doma,26.0,2015.0,5.59,https://myanimelist.net/anime/29715/Nar_Doma
Nemurihime,1.0,2015.0,5.59,https://myanimelist.net/anime/37610/Nemurihime
Ninjala (TV),,2022.0,5.59,https://myanimelist.net/anime/50418/Ninjala_TV
Onizushi,3.0,2016.0,5.59,https://myanimelist.net/anime/33213/Onizushi
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai Specials,2.0,2019.0,5.59,https://myanimelist.net/anime/39397/Ore_ga_Suki_nano_wa_Imouto_dakedo_Imouto_ja_Nai_Specials
Psycho Diver: Mashou Bosatsu,1.0,1997.0,5.59,https://myanimelist.net/anime/1767/Psycho_Diver__Mashou_Bosatsu
Sayonara Freeway,1.0,2019.0,5.59,https://myanimelist.net/anime/39684/Sayonara_Freeway
Seisen Cerberus: Ryuukoku no Fatalités,13.0,2016.0,5.59,https://myanimelist.net/anime/32595/Seisen_Cerberus__Ryuukoku_no_Fatalités
"Slime Boukenki: Umi da, Yeah!",1.0,1999.0,5.59,https://myanimelist.net/anime/8664/Slime_Boukenki__Umi_da_Yeah
Suna no Akari,1.0,2017.0,5.59,https://myanimelist.net/anime/41102/Suna_no_Akari
Tatakae!! Ramenman (Movie),1.0,1988.0,5.59,https://myanimelist.net/anime/16728/Tatakae_Ramenman_Movie
The Curlydog Story,1.0,2008.0,5.59,https://myanimelist.net/anime/36279/The_Curlydog_Story
Toshishun,1.0,1981.0,5.59,https://myanimelist.net/anime/6124/Toshishun
Wan Wan Chuushingura,1.0,1963.0,5.59,https://myanimelist.net/anime/9228/Wan_Wan_Chuushingura
Windy,1.0,2011.0,5.59,https://myanimelist.net/anime/35979/Windy
Yami Shibai: Furuido,1.0,2021.0,5.59,https://myanimelist.net/anime/50046/Yami_Shibai__Furuido
Zenmaiji-kake no Truffe,2.0,2014.0,5.59,https://myanimelist.net/anime/34651/Zenmaiji-kake_no_Truffe
Anokoro no Namida wa,1.0,1997.0,5.59,https://myanimelist.net/anime/8669/Anokoro_no_Namida_wa
Ape,1.0,2014.0,5.59,https://myanimelist.net/anime/35553/Ape
Bad Badtz-Maru no Ookami ga Kita!,1.0,2001.0,5.59,https://myanimelist.net/anime/22451/Bad_Badtz-Maru_no_Ookami_ga_Kita
Boku wa Kimi wo Warawanai,1.0,2013.0,5.59,https://myanimelist.net/anime/32859/Boku_wa_Kimi_wo_Warawanai
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe - Shojo Kuriya,1.0,2014.0,5.59,https://myanimelist.net/anime/25439/Choboraunyopomi_Gekijou_Dai_Ni_Maku_Ai_Mai_Mii__Mousou_Catastrophe_-_Shojo_Kuriya
Chouon Senshi Borgman 2: Shin Seiki 2058,3.0,1993.0,5.59,https://myanimelist.net/anime/3764/Chouon_Senshi_Borgman_2__Shin_Seiki_2058
Dimension Loop,1.0,2001.0,5.59,https://myanimelist.net/anime/3684/Dimension_Loop
Eien no Filena,6.0,1992.0,5.59,https://myanimelist.net/anime/5689/Eien_no_Filena
Fire Bird,1.0,2016.0,5.59,https://myanimelist.net/anime/37384/Fire_Bird
Fuki to Hiyoko,1.0,2013.0,5.59,https://myanimelist.net/anime/30163/Fuki_to_Hiyoko
Gaza: Changing the World,1.0,2015.0,5.59,https://myanimelist.net/anime/32581/Gaza__Changing_the_World
Gdleen,1.0,1990.0,5.59,https://myanimelist.net/anime/7139/Gdleen
Honey Tokyo,1.0,2010.0,5.59,https://myanimelist.net/anime/8526/Honey_Tokyo
Hoshi to Tsubasa no Paradox,2.0,2018.0,5.59,https://myanimelist.net/anime/37242/Hoshi_to_Tsubasa_no_Paradox
Jakusansei Million Arthur: Forever Kakusansei Million Arthur,1.0,2017.0,5.59,https://myanimelist.net/anime/35433/Jakusansei_Million_Arthur__Forever_Kakusansei_Million_Arthur
Junai Rhapsody,1.0,2016.0,5.59,https://myanimelist.net/anime/37538/Junai_Rhapsody
Kekkou Kamen,4.0,1991.0,5.59,https://myanimelist.net/anime/2525/Kekkou_Kamen
3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,1.0,2017.0,5.58,https://myanimelist.net/anime/35070/3-Nen_D-Gumi_Glass_no_Kamen__Tobidase_Watashitachi_no_Victory_Road
Akuma no Memumemu-chan,1.0,2018.0,5.58,https://myanimelist.net/anime/36875/Akuma_no_Memumemu-chan
Dennou Sentai Voogie's★Angel,3.0,1997.0,5.58,https://myanimelist.net/anime/2453/Dennou_Sentai_Voogies★Angel
Drifters: Kokuou-sama Goranshin,1.0,2016.0,5.58,https://myanimelist.net/anime/37034/Drifters__Kokuou-sama_Goranshin
Field ni Soyogu Kaze,1.0,1997.0,5.58,https://myanimelist.net/anime/18443/Field_ni_Soyogu_Kaze
Gattai Robot Atranger,1.0,2011.0,5.58,https://myanimelist.net/anime/12451/Gattai_Robot_Atranger
Go! Samurai,1.0,2015.0,5.58,https://myanimelist.net/anime/31505/Go_Samurai
Hello Kitty no Oyayubi-hime (OVA),1.0,2001.0,5.58,https://myanimelist.net/anime/17481/Hello_Kitty_no_Oyayubi-hime_OVA
Heya/Keitai,1.0,1999.0,5.58,https://myanimelist.net/anime/23061/Heya_Keitai
Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,9.0,2012.0,5.58,https://myanimelist.net/anime/13207/Himitsukessha_Taka_no_Tsume_Gaiden__Mukashi_no_Yoshida-kun
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,1.0,1992.0,5.58,https://myanimelist.net/anime/1759/Jigen_Sengokushi__Kuro_no_Shishi_-_Jinnai-hen
Kaette Kita Top wo Nerae! Kagaku Kouza,2.0,2012.0,5.58,https://myanimelist.net/anime/24123/Kaette_Kita_Top_wo_Nerae_Kagaku_Kouza
Keep Calm and Carry On,1.0,2014.0,5.58,https://myanimelist.net/anime/39781/Keep_Calm_and_Carry_On
Ken to Mahou no Logres: Inishie no Megami x Fate/Extella,1.0,2016.0,5.58,https://myanimelist.net/anime/38784/Ken_to_Mahou_no_Logres__Inishie_no_Megami_x_Fate_Extella
Kiki to Lala no Habatake! Pegasus,1.0,1994.0,5.58,https://myanimelist.net/anime/29247/Kiki_to_Lala_no_Habatake_Pegasus
Kirin Monoshiri Yakata,1565.0,1975.0,5.58,https://myanimelist.net/anime/23349/Kirin_Monoshiri_Yakata
Kita e: Pure Session,1.0,2000.0,5.58,https://myanimelist.net/anime/18643/Kita_e__Pure_Session
Kyoto Animation: Sora-hen,1.0,2010.0,5.58,https://myanimelist.net/anime/13375/Kyoto_Animation__Sora-hen
Man with a Mission The Animation,6.0,2020.0,5.58,https://myanimelist.net/anime/41477/Man_with_a_Mission_The_Animation
Mars Red: Zero Kikan Nippou,5.0,2020.0,5.58,https://myanimelist.net/anime/44129/Mars_Red__Zero_Kikan_Nippou
Ochou Fujin no Gensou,1.0,1940.0,5.58,https://myanimelist.net/anime/28143/Ochou_Fujin_no_Gensou
Oosouji,1.0,2013.0,5.58,https://myanimelist.net/anime/24199/Oosouji
Planet:Valkyrie,1.0,2013.0,5.58,https://myanimelist.net/anime/21641/Planet_Valkyrie
Please! Marry Me!!,1.0,2008.0,5.58,https://myanimelist.net/anime/38818/Please_Marry_Me
Rinkaku,1.0,2012.0,5.58,https://myanimelist.net/anime/18831/Rinkaku
Sakura Internet,1.0,2017.0,5.58,https://myanimelist.net/anime/34818/Sakura_Internet
Shaman King (2021): Funbari Onsen Hanjouki,10.0,2021.0,5.58,https://myanimelist.net/anime/49708/Shaman_King_2021__Funbari_Onsen_Hanjouki
Shounen to Sakura,1.0,1983.0,5.58,https://myanimelist.net/anime/31321/Shounen_to_Sakura
Suki tte Nandarou... Namida,1.0,2015.0,5.58,https://myanimelist.net/anime/40877/Suki_tte_Nandarou_Namida
Sunny Days!,1.0,2018.0,5.58,https://myanimelist.net/anime/39394/Sunny_Days
Through the Windows,1.0,2014.0,5.58,https://myanimelist.net/anime/34907/Through_the_Windows
Urarochi Diamond,1.0,2001.0,5.58,https://myanimelist.net/anime/4098/Urarochi_Diamond
Yoligongju Loopy,6.0,2012.0,5.58,https://myanimelist.net/anime/27467/Yoligongju_Loopy
Yoshimaho,15.0,2021.0,5.58,https://myanimelist.net/anime/48892/Yoshimaho
Trust,1.0,2017.0,5.57,https://myanimelist.net/anime/36606/Trust
Uchuu Enban Dai-Sensou,1.0,1975.0,5.57,https://myanimelist.net/anime/5620/Uchuu_Enban_Dai-Sensou
Wakusei Robo Danguard Ace: Uchuu Daikaisen,1.0,1978.0,5.57,https://myanimelist.net/anime/5515/Wakusei_Robo_Danguard_Ace__Uchuu_Daikaisen
White Fantasy,1.0,2014.0,5.57,https://myanimelist.net/anime/28775/White_Fantasy
Xi Yangyang Yu Hui Tailang: Tu Nian Ding Gua Gua,1.0,2011.0,5.57,https://myanimelist.net/anime/18489/Xi_Yangyang_Yu_Hui_Tailang__Tu_Nian_Ding_Gua_Gua
7-kakan.,1.0,2015.0,5.57,https://myanimelist.net/anime/32853/7-kakan
99 Illusion!,1.0,2018.0,5.57,https://myanimelist.net/anime/41318/99_Illusion
Agigongryong Doolie (1988),7.0,1988.0,5.57,https://myanimelist.net/anime/17086/Agigongryong_Doolie_1988
Ahiru no Pekkle no Ahiru no Drakestail,1.0,2001.0,5.57,https://myanimelist.net/anime/22571/Ahiru_no_Pekkle_no_Ahiru_no_Drakestail
Ahiru no Pekkle no Minikui Ahiru no Ko,1.0,2001.0,5.57,https://myanimelist.net/anime/22575/Ahiru_no_Pekkle_no_Minikui_Ahiru_no_Ko
Anitore! XX: Hitotsu Yane no Shita de,12.0,2016.0,5.57,https://myanimelist.net/anime/33746/Anitore_XX__Hitotsu_Yane_no_Shita_de
Ankoku Cat VS,3.0,2011.0,5.57,https://myanimelist.net/anime/36636/Ankoku_Cat_VS
Backkom Mission Impossible,2.0,2008.0,5.57,https://myanimelist.net/anime/26013/Backkom_Mission_Impossible
Bavel no Hon,1.0,1996.0,5.57,https://myanimelist.net/anime/4458/Bavel_no_Hon
Bear Bear Bear Kuma! Kumadam-hen,3.0,2021.0,5.57,https://myanimelist.net/anime/45605/Bear_Bear_Bear_Kuma_Kumadam-hen
Bucket no Naka no Kaka,1.0,2009.0,5.57,https://myanimelist.net/anime/37544/Bucket_no_Naka_no_Kaka
Deep Insanity: The Lost Child,12.0,2021.0,5.57,https://myanimelist.net/anime/49292/Deep_Insanity__The_Lost_Child
Donyatsu Specials,2.0,2013.0,5.57,https://myanimelist.net/anime/26079/Donyatsu_Specials
Garugaku.: Sei Girls Square Gakuin,50.0,2020.0,5.57,https://myanimelist.net/anime/41381/Garugaku__Sei_Girls_Square_Gakuin
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,1.0,1980.0,5.57,https://myanimelist.net/anime/9264/Hana_no_Ko_Lunlun__Konnichiwa_Sakura_no_Kuni
Hand Shakers: Go ago Go,1.0,2017.0,5.57,https://myanimelist.net/anime/35202/Hand_Shakers__Go_ago_Go
Itsumo Kokoro ni Ho,1.0,2013.0,5.57,https://myanimelist.net/anime/34121/Itsumo_Kokoro_ni_Ho
Kai Doh Maru,1.0,2001.0,5.57,https://myanimelist.net/anime/1622/Kai_Doh_Maru
Kawa wa Dare no Mono?,1.0,1995.0,5.57,https://myanimelist.net/anime/36403/Kawa_wa_Dare_no_Mono
Kishin Houkou Demonbane (TV) Specials,2.0,2006.0,5.57,https://myanimelist.net/anime/23753/Kishin_Houkou_Demonbane_TV_Specials
Mirai Koushi Harima SACLA,1.0,2013.0,5.57,https://myanimelist.net/anime/21471/Mirai_Koushi_Harima_SACLA
Ninja Bugei-chou Pilot Film,1.0,2000.0,5.57,https://myanimelist.net/anime/40302/Ninja_Bugei-chou_Pilot_Film
PES: Peace Eco Smile,7.0,2012.0,5.57,https://myanimelist.net/anime/13427/PES__Peace_Eco_Smile
R20: Ginga Kuukou,1.0,1991.0,5.57,https://myanimelist.net/anime/6390/R20__Ginga_Kuukou
Sakura Taisen: Kanadegumi,1.0,2012.0,5.57,https://myanimelist.net/anime/15127/Sakura_Taisen__Kanadegumi
Shin Kabukichou Story Hana no Asukagumi!,1.0,1987.0,5.57,https://myanimelist.net/anime/17221/Shin_Kabukichou_Story_Hana_no_Asukagumi
Tokyo Babylon: Vision,1.0,1992.0,5.57,https://myanimelist.net/anime/24139/Tokyo_Babylon__Vision
Love to Live By,1.0,2007.0,5.56,https://myanimelist.net/anime/6667/Love_to_Live_By
Mahou Yuugi 3D,1.0,2001.0,5.56,https://myanimelist.net/anime/2278/Mahou_Yuugi_3D
Momo Kyun Sword,12.0,2014.0,5.56,https://myanimelist.net/anime/22225/Momo_Kyun_Sword
Neo Faust,1.0,1999.0,5.56,https://myanimelist.net/anime/30217/Neo_Faust
Nido to Mezamenu Komori Uta,1.0,1985.0,5.56,https://myanimelist.net/anime/7273/Nido_to_Mezamenu_Komori_Uta
One Room,12.0,2017.0,5.56,https://myanimelist.net/anime/34392/One_Room
Otome wa Boku ni Koishiteru: Trinkle Stars The Animation,1.0,2022.0,5.56,https://myanimelist.net/anime/49518/Otome_wa_Boku_ni_Koishiteru__Trinkle_Stars_The_Animation
Paris no Isabelle,13.0,1979.0,5.56,https://myanimelist.net/anime/3879/Paris_no_Isabelle
Pikotarou no Lullaby Lullaby (TV),9.0,2017.0,5.56,https://myanimelist.net/anime/35739/Pikotarou_no_Lullaby_Lullaby_TV
Pink Mizu Dorobou Ame Dorobou,1.0,1990.0,5.56,https://myanimelist.net/anime/11659/Pink_Mizu_Dorobou_Ame_Dorobou
Ravex in Tezuka World,1.0,2009.0,5.56,https://myanimelist.net/anime/6513/Ravex_in_Tezuka_World
Red Ash: Gearworld,1.0,2017.0,5.56,https://myanimelist.net/anime/33391/Red_Ash__Gearworld
Sylvanian Families,3.0,2007.0,5.56,https://myanimelist.net/anime/8644/Sylvanian_Families
Tora-chan to Hanayome,1.0,1948.0,5.56,https://myanimelist.net/anime/12603/Tora-chan_to_Hanayome
Variable Geo,3.0,1996.0,5.56,https://myanimelist.net/anime/1183/Variable_Geo
Virtual Star 2000,6.0,2000.0,5.56,https://myanimelist.net/anime/22561/Virtual_Star_2000
Wishing,1.0,2017.0,5.56,https://myanimelist.net/anime/39465/Wishing
Xabungle Graffiti,1.0,1983.0,5.56,https://myanimelist.net/anime/5303/Xabungle_Graffiti
Yowai Robot to 10 no Story Project,2.0,2016.0,5.56,https://myanimelist.net/anime/34935/Yowai_Robot_to_10_no_Story_Project
_Summer,2.0,2006.0,5.56,https://myanimelist.net/anime/1692/_Summer
100% Renewable Energy,1.0,2012.0,5.56,https://myanimelist.net/anime/39208/100_Renewable_Energy
ARP Backstage Pass,10.0,2020.0,5.56,https://myanimelist.net/anime/40137/ARP_Backstage_Pass
Battle Royal High School,1.0,1987.0,5.56,https://myanimelist.net/anime/3625/Battle_Royal_High_School
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Omake Flash,1.0,2010.0,5.56,https://myanimelist.net/anime/18881/Code_Geass__Hangyaku_no_Lelouch_-_Kiseki_no_Birthday_Omake_Flash
E no Umakatta Tomodachi,1.0,2014.0,5.56,https://myanimelist.net/anime/24197/E_no_Umakatta_Tomodachi
Everyday Affair,1.0,2015.0,5.56,https://myanimelist.net/anime/34857/Everyday_Affair
Fujiko Fujio A no Mumako,1.0,1990.0,5.56,https://myanimelist.net/anime/19533/Fujiko_Fujio_A_no_Mumako
G-On Riders Special,1.0,2003.0,5.56,https://myanimelist.net/anime/24637/G-On_Riders_Special
Garo: Guren no Tsuki - Yurugaro,21.0,2016.0,5.56,https://myanimelist.net/anime/33846/Garo__Guren_no_Tsuki_-_Yurugaro
"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",1.0,2020.0,5.56,https://myanimelist.net/anime/41285/Hatena☆Illusion__Koi_to_Mahou_no_Illusion_de_Muchuu_Sasechaimasu_Special
Higanjima X,12.0,2016.0,5.56,https://myanimelist.net/anime/34222/Higanjima_X
Kaijuu Sakaba Kanpai!,13.0,2015.0,5.56,https://myanimelist.net/anime/30777/Kaijuu_Sakaba_Kanpai
Kakyuusei (TV): Hajimemashite Tina!,1.0,2000.0,5.56,https://myanimelist.net/anime/36528/Kakyuusei_TV__Hajimemashite_Tina
"""Eiji""",1.0,1990.0,5.55,https://myanimelist.net/anime/6076/Eiji
365-nichi no Love Song,1.0,2011.0,5.55,https://myanimelist.net/anime/41744/365-nichi_no_Love_Song
A-Girl,1.0,1993.0,5.55,https://myanimelist.net/anime/5447/A-Girl
Ahiru no Pekkle no Aladdin to Mahou no Lamp,1.0,1993.0,5.55,https://myanimelist.net/anime/22611/Ahiru_no_Pekkle_no_Aladdin_to_Mahou_no_Lamp
Alice in Voodooland,1.0,2016.0,5.55,https://myanimelist.net/anime/38906/Alice_in_Voodooland
Ame no Ten Ten,1.0,1985.0,5.55,https://myanimelist.net/anime/35667/Ame_no_Ten_Ten
Black'n White Jammin' Cats,1.0,2018.0,5.55,https://myanimelist.net/anime/38809/Blackn_White_Jammin_Cats
Bouei Honou / Evidence,2.0,2011.0,5.55,https://myanimelist.net/anime/11511/Bouei_Honou___Evidence
Byeolnala Samchongsa,1.0,1979.0,5.55,https://myanimelist.net/anime/6671/Byeolnala_Samchongsa
Cell no Koi,1.0,2005.0,5.55,https://myanimelist.net/anime/35785/Cell_no_Koi
DinoZone,5.0,1998.0,5.55,https://myanimelist.net/anime/3499/DinoZone
Distorted Princess,1.0,2011.0,5.55,https://myanimelist.net/anime/40710/Distorted_Princess
Escape from Tsuki no Uragawa Zoo,1.0,2016.0,5.55,https://myanimelist.net/anime/35263/Escape_from_Tsuki_no_Uragawa_Zoo
Gundam UC x Nike SB,1.0,2021.0,5.55,https://myanimelist.net/anime/49941/Gundam_UC_x_Nike_SB
Jikuu Tenshou Nazca,12.0,1998.0,5.55,https://myanimelist.net/anime/1775/Jikuu_Tenshou_Nazca
Kero Kero Keroppi no Bokutachi no Takaramono,1.0,1994.0,5.55,https://myanimelist.net/anime/17985/Kero_Kero_Keroppi_no_Bokutachi_no_Takaramono
Kotowaza House,773.0,1987.0,5.55,https://myanimelist.net/anime/20117/Kotowaza_House
Long Dao Qi Yuan,1.0,2005.0,5.55,https://myanimelist.net/anime/5889/Long_Dao_Qi_Yuan
Minna de Bokumetsu Inshu Unten,1.0,2013.0,5.55,https://myanimelist.net/anime/34122/Minna_de_Bokumetsu_Inshu_Unten
Mirror Mirror (Bombs BiS),1.0,2014.0,5.55,https://myanimelist.net/anime/36095/Mirror_Mirror_Bombs_BiS
Moonrakers,1.0,2014.0,5.55,https://myanimelist.net/anime/23835/Moonrakers
Musha Knight Commando: SD Gundam Scramble,2.0,1991.0,5.55,https://myanimelist.net/anime/9087/Musha_Knight_Commando__SD_Gundam_Scramble
Namae no Nai Hi,1.0,2012.0,5.55,https://myanimelist.net/anime/35978/Namae_no_Nai_Hi
Nanja Monja Obake,1.0,1994.0,5.55,https://myanimelist.net/anime/29495/Nanja_Monja_Obake
Platonic Chain: Web,1.0,2003.0,5.55,https://myanimelist.net/anime/5492/Platonic_Chain__Web
Pokemon Omosakurabe Battle,2.0,2022.0,5.55,https://myanimelist.net/anime/51887/Pokemon_Omosakurabe_Battle
Pop in Q Dance MV,1.0,2017.0,5.55,https://myanimelist.net/anime/38054/Pop_in_Q_Dance_MV
PS3® no Tsukai Kata: feat.Peeping Life,6.0,2010.0,5.55,https://myanimelist.net/anime/32148/PS3®_no_Tsukai_Kata__featPeeping_Life
Qin Shi Ming Yue: Guoqing Tebie Pian,1.0,2015.0,5.55,https://myanimelist.net/anime/33258/Qin_Shi_Ming_Yue__Guoqing_Tebie_Pian
REACH x Thermae Romae: Pietrada no Kekkon,1.0,2014.0,5.55,https://myanimelist.net/anime/23895/REACH_x_Thermae_Romae__Pietrada_no_Kekkon
Souhaku Shisuferia,1.0,2009.0,5.55,https://myanimelist.net/anime/13857/Souhaku_Shisuferia
Spice Paradise: Curry Meshi Ver.,1.0,2018.0,5.55,https://myanimelist.net/anime/38271/Spice_Paradise__Curry_Meshi_Ver
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,12.0,2019.0,5.55,https://myanimelist.net/anime/38573/Tsuujou_Kougeki_ga_Zentai_Kougeki_de_Ni-kai_Kougeki_no_Okaasan_wa_Suki_desu_ka
